Σχολή, Εξάμηνο, Ημέρα, Ώρα, Μάθημα, Καθηγητής, Χώρος, Φοιτητές
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 10:00-12:00, Ενορχήστρωση I, Ζερβάς, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 10:00-12:00, Μουσική Προπαίδεια, Στάμου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 10:00-12:00, Ρεπερτόριο Χορωδιακής Μουσικής I, Μελιγκοπούλου, Γραφείο/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 10:00-13:00, Αγγλικά I, Ριζούλη, Αίθουσα 4, Α-Μα
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 10:00-13:00, Κινησιολογία, Διχάλα, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 11:00-13:00, Βιολί Παραδοσιακό, Δεδηβασίλης, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 11:00-13:00, Βιολί Παραδοσιακό, Ζαρίας, Αίθουσα 12 / σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 11:00-13:00, Δημοτικό τραγούδι, Τσακηρίδου, Στούντιο 2, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 11:00-13:00, Σύνολα Παραδοσιακής Μουσικής (και Καλλιτεχνικό Αντικείμενο), Αχαλινοτόπουλος, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 12:00-14:00, Γαλλικά (Ενισχυτική), Τσιγάρα, Αίθουσα 1, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 12:00-14:00, Διεύθυνση Χορωδίας (Ειδίκευση), Μελιγκοπούλου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 12:00-14:00, Στοιχεία Αντίστιξης, Κίκου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 13:00-15:00, Διεύθυνση Συνόλων I, Βράνος, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 13:00-15:00, Φωνητικό Σύνολο Παραδοσιακής Μουσικής-Ελεύθερης Επιλογής, Τσακηρίδου, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 13:00-16:00, Εργαστήριο Τοξοτών Έγχορδων (και Καλλιτεχνικό Αντικείμενο), Ζαρίας, Αίθουσα Τηλεκπαίδευσης, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 14:00-16:00, Γαλλικά III, Τσιγαρά, Αίθουσα 2, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 14:00-16:00, Εισαγωγή στην Θεωρία της Τζάζ, Ζερβάς, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 14:00-16:00, Μέλος της Τριγενείας I, Πασόπουλος, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 14:00-16:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Σιδηροπούλου, Στούντιο 1/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 14:00-17:00, Τροπική Μουσική I, Σινόπουλος, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 15:00-18:00, Αγγλικά I, Ριζούλη, Αμφιθέατρο 9, Μα-Ω
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 15:00-18:00, Ορχήστρα (και Καλλιτεχνικό Αντικείμενο), Χανδράκης, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 15:00-19:00, Μονωδία, Καθάριου, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 16:00-18:00, Δημοτικό τραγούδι, Τσακηρίδου, Στούντιο 2, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 16:00-18:00, Ερμηνεία και Εκτέλεση Ψαλτικής-(Ειδίκευση & Καλλιτεχνικό Αντικείμενο), Βασιλείου, Αίθουσα 12/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 16:00-18:00, Μουσικοποιητική Δομή I, Πασόπουλος, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 16:00-18:00, Σύνολα Τζάζ, Ζερβάς, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 16:00-22:00, Βιολί Παραδοσιακό, Ζαρίας, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 16:00-22:00, Κανονάκι, Ζιγκερίδης, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 17:00-21:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Παμοπούλου, Στούντιο 2/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 17:00-22:00, Λαούτο-Λύρα, Σινόπουλος, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 18:00-20:00, Ερμηνεία και Εκτέλεση Ψαλτικής-(Ειδίκευση & Καλλιτεχνικό Αντικείμενο), Βασιλείου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 18:00-20:00, Ορχήστρα (και Καλλιτεχνικό Αντικείμενο), Χασιώτης-Τσέντς, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 18:00-20:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Σιδηροπούλου, Στούντιο 1/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 18:00-21:00, Εργαστήριο Ποιητικής I, Πασόπουλος, Αιθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 19:00-22:00, Ρεπερτόριο Ψαλτικής Ελ. Επιλογής Σύνολο, Πατρώνας, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 20:00-22:00, Κόρνο, Φείζος, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τρίτη, 21:00-23:00, Σαξόφωνο, Ζερβάς, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 8:00-10:00, Γερμανικά III, Στράντζου, Αίθουσα 1, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 8:00-10:00, Ιταλικά I, Peri, Αμφιθέατρο 4, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 8:00-14:00, Βιολί Παραδοσιακό, Ζαρίας, Αίθουσα 12 / σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 9:00-11:00, Άσκηση Ακοής-Σολφέζ-Ρυθμική Αγωγή III, Ανδριανοπούλου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 9:00-11:00, Ποιητική (Ειδικεύσεις), Πασόπουλος, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 10:00-11:00, Γαλλικά I, Τσιγαρά, Αίθουσα 4, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 10:00-12:00, Άσκηση Ακοής-Σολφέζ-Ρυθμική Αγωγή I, Κίκου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 10:00-12:00, Βιολί Παραδοσιακό, Δεδηβασίλης, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 10:00-12:00, Γερμανικά I, Στράντζου, Αίθουσα 1, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 10:00-12:00, Διδακτική των Αρκοντεόν-Πρακτική Άσκηση I, Ράπτης, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 10:00-16:00, Φωνητικό Σύνολο Παραδοσιακής Μουσικής-Καλλιτεχνικό Αντικείμενο, Τσακηρίδου, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 11:00-13:00, Άσκηση Ακοής-Σολφέζ-Ρυθμική Αγωγή III, Ανδριανοπούλου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 11:00-14:00, Λαούτο-Λύρα, Σινόπουλος, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 12:00-14:00, Άσκηση Ακοής-Σολφέζ-Ρυθμική Αγωγή I, Κίκου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 12:00-14:00, Ελληνική Δημοτικοί Χοροί III, Λαιλόγλου, Γήπεδο Μπάσκετ, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 13:00-15:00, Οργανογνωσία, Ζερβάς, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 13:00-15:00, Ρεπερτόριο Ψαλτικής-Braille, Συμβασιούχος, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 13:00-16:00, Ειδικά Θέματα Ιστορίας της Μουσικής I, Ρεντζεπέρη, Αίθουσα Συνεδρίων, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 13:00-20:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Παμοπούλου, Στούντιο 2/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 14:00-16:00, Μορφολογία της Βυζαντινής Μουσικής I, Βασιλείου, Γραφείο 4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 14:00-17:00, Βιολί Παραδοσιακό, Ζαρίας, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 14:00-17:00, Εργαστήριο Σύνθεσης I III V VII (και Καλλιτεχνικό Αντικείμενο), Τόνια, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 15:00-17:00, Λειτουργικές Πιανιστικές Δεξιότητες I, Γιαμόπουλου, Στούντιο 2/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 15:00-18:00, Ηχογεωλογικά Τοπία I, Τσικουρίδης, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 15:00-21:00, Εργαστήριο Κιθάρας-Καλλιτεχνικό Αντικείμενο, Παπανδρέου Έλενα, Γραφείο σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 15:00-21:00, Τρίχορδο Μπουζούκι, Πετρινιώτης, Γραφείο/σε Συνεννόηση με τον Δισάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 16:00-18:00, Δημοτικό τραγούδι, Τσακηρίδου, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 16:00-19:00, Εισαγωγή στη Βυζαντινή Εκκλησιαστική Μουσική I, Πατρώνας, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 16:00-21:00, Τρομπόνι, Γκόγκας, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 16:30-18:30, Καλλιέργεια Ακοής-Αρμονικά Στοιχεία, Ατζακάς, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 17:00-19:00, Ερμηνεία και Βασικές Αρχές Διδασκελίας της Σύγχρονης Μουσικής I (και Καλλιτεχνικό Αντικείμενο), Chifu, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 17:00-19:00, Ισπανικά I, , Αίθουσα 7, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 17:00-20:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Σιδηροπούλου, Στούντιο 1/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 17:00-21:00, Τρομπέτα, Γκόγκας, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 18:00-20:00, Βυζαντινή Μουσικολογία I, Σπυράκου, Αίθουσα Τηλεκπαίδευσης, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 18:00-21:00, Εργαστήριο Μουσικής Τεχνολογίας I, Νηστικάκης, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 18:00-21:00, Ηχογεωλογικά Τοπία III, Τσικουρίδης, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 19:00-21:00, Θεατρολογία, Νικήτας, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 19:00-21:00, Ισπανικά III, , Αίθουσα 7, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 19:00-21:00, Πρακτικές Εκτέλεσης Σύγχρονης Μουσικής I (και Καλλιτεχνικό Αντικείμενο), Chifu, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 19:00-21:00, Πρακτικές Ελεύθερου Αυτοσχεδιασμού I, Ατζακάς, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Τετάρτη, 20:00-22:00, Ιστορία της Βυζαντινής Μουσικής I, Σπυράκου, Αίθουσα Τηλεκπαίδευσης, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 8:00-10:00, Γερμανικά III, Στράντζου, Αίθουσα 7, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 8:00-10:00, Εφαρμογές της Τεχνικής Alexander στην Μουσική Μελέτη Ερμηνεία και Διδασκαλία (-1ο Τμήμα), Νούλης, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 8:00-10:00, Ρωσικά III, Κόκκινη, Αίθουσα 6, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 8:00-11:00, Αγγλικά III, Ριζούλη, Αίθουσα 3, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 8:00-11:00, Θεωρία και Πρακτική της Τονικής Μουσικής I, Βουβάρης, Αίθουσα Συνεδρίων, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 8:30-17:00, Βιολοντσέλο, Κοζάλης, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 9:00-11:00, Ψυχοακουστική, Νηστικάκης, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 9:00-14:00, Λαούτο, Παπαγιαννίδης, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 10:00-12:00, Εφαρμογές της Τεχνικής Alexander στην Μουσική Μελέτη Ερμηνεία και Διδασκαλία (-1ο Τμήμα), Νούλης, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 10:00-12:00, Ρωσικά I, Κόκκινη, Αίθουσα 6, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 10:00-16:00, Δημοτικό τραγούδι, Καρακώστας, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 11:00-12:00, Χορωδία Κ.Α., Μελιγκοπούλου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 12:00-14:00, Διδακτική του Πιάνου I, Βουβάρης, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 12:00-14:00, Διεύθυνση Χορωδίας (Ειδίκευση), Μελιγκοπούλουμ, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 12:00-14:00, Σύνολα Παραδοσιακής Μουσικής (και Καλλιτεχνικό Αντικείμενο), Τσικουρίδης, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 14:00-16:00, Λειτουργική I, Σπυράκου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 14:00-18:00, Ορχήστρα (και Καλλιτεχνικό Αντικείμενο), Χασιώτης, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 15:00-17:00, Διδακτική της Ειδίκευσης Πρακτική Άσκηση (Παραδοσιακή), Ατζακάς, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 15:00-17:30, Εισαγωγή στην Εθνομουσικολογία, Συμβασιούχος, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 15:00-18:00, Πιάνο Κ.Α/Πιανιστική Συνοδεία Φοιτητών, Σιδηροπούλου, Στούντιο 1/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 16:00-18:00, Τέχνης I, Σπυράκου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 16:00-18:00, Πληροφορική Βυζαντινής Μουσικής, Βασιλείου, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 16:00-18:00, Ρυθμική Πρακτική-Κρουστά, Λάιος, Αμφιθέατρο 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 16:00-22:00, Κανονάκι, Ζιγκερίδης, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 17:30-19:30, Εισαγωγή στην Ελληνική Παραδοσιακή Μουσική, Ζερβάς, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 18:00-20:00, Θεωρία Βυζαντινής Μουσικής, Βασιλείου, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 18:00-20:00, Ιταλικά III, Peri, Αίθουσα 5, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 18:00-20:00, Σύγχρονη Μουσική, Κυριακάκης, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 18:00-21:30, Κρουστά Ευρωπαϊκής, Καραμούζη, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 19:00-21:00, Πολιτιστική Διαχείρηση-Επικοινωνία και Μέσα I, Νικήτας, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 19:30-22:00, Ρεπερτόριο Ψαλτικής Ελ. Επιλογής Σύνολο, Πατρώνας, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 20:00-22:00, Ηλεκτροακουστική Σύνθεση & Σύνθεση Ηλεκτρονικής Μουσικής I/Οργανωτικές και Εκπαιδευτικές Πρακτικές της Σύνθεσης, Κυριακάκης, Αίθουσα Συνεδριάσεων Τμήματος 4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Πέμπτη, 20:00-22:00, Κόρνο, Φείζος, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 8:00-11:00, Γαλλικά I, Τσιγαρά, Αίθουσα 8, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 9:00-14:00, Λαούτο, Παραγιαννίδης, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 9:30-12:00, Διδακτική των Πνευστών-Πρακτική Άσκηση I, Χασιώτης Κωνσταντίνος, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροδος, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 10:00-12:00, Άσκηση Ακοής-Σολφέζ-Ρυθμική Αγωγή I, Ανδριανοπούλου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 10:00-14:00, Δημοτικό τραγούδι, Καρακώστας, Αίθουσα Παραδοσιακής, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 12:00-14:00, Βασικές Αρχές Φωνητικής Αγωγής I, Ρεντζεπέρη, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 12:00-14:00, Μουσική Παιδαγωγική Ι, Στάμου, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 12:00-14:00, Χάλκινα Πνευστά Παραδοσιακής Μουσικής, Καρβουνάρης, Στούντιο 3, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 14:00-16:00, Η Μουσική στην Κοινότητα και στην Θεραπεία/Υγεία I, Στάμου, Αίθουσα 13, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 14:00-17:00, Τεχνικές Συγγραφής Επιστημονικής Εργασίας, Βουβάρης και Σπυράκου, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 14:00-20:00, Πιανιστική Απόδοση Παρτιτούρας I-III & Πιάνο για Διευθυντές I-III-V, Ζγούρας, Στούντιο 1, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 14:00-20:00, Ποντιακή Λύρα, Τσανασίδης, Εργαστήριο ΜΕΤ, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 14:00-20:00, Σαξόφωνο, Συμβασιούχος, Στούντιο 3/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 16:00-18:00, Ισπανικά I, , Αίθουσα 11, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 17:00-19:00, Ιταλικά I, Peri, Αμφιθέατρο 4, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 17:00-19:00, Σύνολα Παραδοσιακής Μουσικής (και Καλλιτεχνικό Αντικείμενο), Χαλκιάς, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 17:00-20:00, Διεύθυνση Ορχήστρας, Βράνος, Αμφιθέατρο Τελετών, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 17:00-21:00, Καβάλι, Πασόπουλος Ε., Στούντιο 2/σε Συνεννοηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 18:00-20:00, Ισπανικά III, , Αίθουσα 11, 
Μουσικής Επιστήμης & Τέχνης, , Παρασκευή, 19:00-21:00, Σκηνική Ηθοποιία I, Νικήτας, Αίθουσα 14, 
Μουσικής Επιστήμης & Τέχνης, , Σάββατο, 12:00-15:00, Σύνολα Σαξοφώνων, Ζερβάς, Αίθουσα Συνεδριάσεων Τμήματος-4ος Όροφος, 
Μουσικής Επιστήμης & Τέχνης, , , , Ακορντεόν, Ράπτης, Γραφείο σε Συννενόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Ανεξάρτητη Μελέτη-Μουσικά Σύνολα, Ατζακάς, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Άρπα, Κίτσου, Αίθουσα Άρπας σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Βιολί, Αναστασιάδης, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Βιολί, Χανδράκης, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Βιολοντσέλο, Πάτρας, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Βιολοντσέλο, Συμβασιούχος, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Διδακτική της Κιθάρας Πρακτική Άσκηση I, Παπανδρέου Έλενα, Γραφείο σε συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Διδακτική των Έγχορδων-Πρακτική Άσκηση I, Διδάσκοντες Έγχορδων, Γραφείο σε Συνεννόηση με τους Διδάσκοντες, 
Μουσικής Επιστήμης & Τέχνης, , , , Εργαστήριο Παραδοσιακής Μουσικής-Καλλιτεχνικό Αντικείμενο, Μέλη ΔΕΠ ΕΠΔΜ, Γραφείο σε Συνεννόηση με τους Διδάσκοντες, 
Μουσικής Επιστήμης & Τέχνης, , , , Εργαστήριο Σύνθεσης Ι (και Καλλιτεχνικό Αντικείμενο), Κυριακάκης, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Εργαστήριο Φλάουτου-Καλλιτεχνικό Αντικείμενο, Τσεντς, Γραφείο σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κιθάρα, Παπανδρέου Έλενα, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κλαρινέτο, Χασιώτη, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κλαρίνο, Αχαλινόπουλου, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κοντραμπάσο, Καραγιώργου, Γραφείο σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κρουστά Ευρωπαϊκής, Ζαχαράκης, Αίθουσα 12/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κρουστά Ευρωπαϊκής, Ζαχαράκης, Δίθουσα 12/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Κρουσατά Παραδοσιακής, Λάιος, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Λειτουργικές Πιανιστικές Δεξιότητες I, Γιαμόπουλου, Στούντιο 2/σε Συνεννόηση, 
Μουσικής Επιστήμης & Τέχνης, , , , Λύρα Κρητική, Συμβασιούχος, Γραφείο/σε Συνεννόηση με τον Διδάσκοντα, 
Μουσικής Επιστήμης & Τέχνης, , , , Μελοδραματική-Συμμετοχή σε Παραστάσεις I, Καθάριου, Γραφείο/σε Συνεννόηση με την Διδάσκουσα, 
Μουσικής Επιστήμης & Τέχνης, , , , Μουσικά Σύνολα-Ανεξάρτητη Μελέτη, Διδάσκοντες Παραδοσιακής, Σε Συνεννόηση με του Διδάσκοντες, 
Μουσικής Επιστήμης & Τέχνης, , , , Μουσική Δωματίου (και Καλλιτεχνικό Αντικείμενο), Διδάσκοντες Ευρωπαϊκής-Σύγχρονης, Σε Συνεννόηση με τους Διδάσκοντες, 
